id	conversation_id	created_at	date	timezone	place	tweet	language	hashtags	cashtags	user_id	user_id_str	username	name	day	hour	link	urls	photos	video	thumbnail	retweet	nlikes	nreplies	nretweets	quote_url	search	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1425955276985835521	1425955276985835521	1628809205000.0	2021-08-13 07:00:05	+0800		No sabia que el nuevo Patrocinado de la #CopaSudamericana es #DHL el 🚗 de DHL es bien bonito 🤩  https://t.co/YAI7few4gx	es	['copasudamericana', 'dhl']	[]	133779275	133779275	kgz384	Kevin Garcia	5	07	https://twitter.com/kgz384/status/1425955276985835521	[]	['https://pbs.twimg.com/media/E8oCwwkUYAQ5xNt.jpg']	1	https://pbs.twimg.com/media/E8oCwwkUYAQ5xNt.jpg	False	0	0	0		#dhl							[]				
1425945509068423169	1425945509068423169	1628806876000.0	2021-08-13 06:21:16	+0800		Microlise names hero #Drivers of the year  More:  https://t.co/KSH5JUlP10  #A30 #Data #Dhl #Driver #Free #News #Road	en	['drivers', 'a30', 'data', 'dhl', 'driver', 'free', 'news', 'road']	[]	375540296	375540296	RHAMembers	Translogistics Network	5	06	https://twitter.com/RHAMembers/status/1425945509068423169	['https://translogistics.net/l/8bk']	[]	0		False	0	0	0		#dhl							[]				
1425936387514245123	1425936387514245123	1628804702000.0	2021-08-13 05:45:02	+0800		.#DHL's Investments continue in the #Americas. @DHLsupplychain has started construction on an $88 million investment in #Pennsylvania.  https://t.co/qyknbpn8aA via @fox43	en	['dhl', 'americas', 'pennsylvania']	[]	2424807881	2424807881	DHLAmericas	DHL Americas	5	05	https://twitter.com/DHLAmericas/status/1425936387514245123	['https://www.fox43.com/article/news/local/lebanon-county/dhl-supply-chain-construction-new-warehouse-facility-lebanon/521-741ce131-2bf2-4ab3-bc91-f7954d213477']	[]	0		False	1	0	0		#dhl							[]				
1425932170149908485	1425932170149908485	1628803696000.0	2021-08-13 05:28:16	+0800		A busy day delivering supplies to pubs and clubs 🛢 never ever sweat so much!  It’s good to see businesses bouncing back after being shut for so long 💷   #HGV #Trucking #DHL #Tradeteam #Distribution #Devon #UK  https://t.co/KQyqydwpkJ	en	['hgv', 'trucking', 'dhl', 'tradeteam', 'distribution', 'devon', 'uk']	[]	1355023507554496512	1355023507554496512	thedevontrucker	The Devon Trucker	5	05	https://twitter.com/thedevontrucker/status/1425932170149908485	[]	['https://pbs.twimg.com/media/E8ntvvaWYAQ_TGi.jpg']	1	https://pbs.twimg.com/media/E8ntvvaWYAQ_TGi.jpg	False	15	1	0		#dhl							[]				
1425931775746916359	1425931775746916359	1628803602000.0	2021-08-13 05:26:42	+0800		"In Italy on an extended sailing trip and had our mail forwarded via @DHLUS Glitch in the Customs paperwork and wasn't notified, no help, only customer service was expensive phone number. Now have to send mail back and out $145. Only response from @DHLUS was ""Oh well"" #DHL sux"	en	['dhl']	[]	1058949462	1058949462	esabbagauthor	Living a dream life 💙💞💙	5	05	https://twitter.com/esabbagauthor/status/1425931775746916359	[]	[]	0		False	0	1	0		#dhl							[]				
1425911107739336707	1425911107739336707	1628798674000.0	2021-08-13 04:04:34	+0800		I press mute or change channel every time that fucking #DHL advert about clicks comes on	en	['dhl']	[]	1250258718	1250258718	Pattmandhu	Patrick Thompson	5	04	https://twitter.com/Pattmandhu/status/1425911107739336707	[]	[]	0		False	0	0	0		#dhl							[]				
1425895042615492613	1425895042615492613	1628794844000.0	2021-08-13 03:00:44	+0800		Mooie promo materialen van #dpdNL gehad en verwerkt. Nu kan het je niet ontgaan dat we ook een #DPD pickup zijn. #ups #homerr #DHL #wish #Nespresso #recycling #pakket  https://t.co/Pd4C22XFDi	nl	['dpdnl', 'dpd', 'ups', 'homerr', 'dhl', 'wish', 'nespresso', 'recycling', 'pakket']	[]	407602940	407602940	famvanpinxteren	Fam. van Pinxteren	5	03	https://twitter.com/famvanpinxteren/status/1425895042615492613	[]	['https://pbs.twimg.com/media/E8nL-zmXoAMtv9E.jpg', 'https://pbs.twimg.com/media/E8nL-zfX0AYelFP.jpg']	1	https://pbs.twimg.com/media/E8nL-zmXoAMtv9E.jpg	False	2	0	0		#dhl							[]				
1425886362746634243	1425875527420813315	1628792775000.0	2021-08-13 02:26:15	+0800		@rayocl1 @KaneBlueriverCL @AmazonJP A mi me robaron un cd que venía de @AmazonJP #DHL en chile es lo peor	es	['dhl']	[]	46950349	46950349	urza19	Raúl Ignacio Moya	5	02	https://twitter.com/urza19/status/1425886362746634243	[]	[]	0		False	1	0	0		#dhl							[{'screen_name': 'rayocl1', 'name': 'rayocl', 'id': '1356810819439374336'}, {'screen_name': 'KaneBlueriverCL', 'name': 'Kane Blueriver @ 🇨🇱', 'id': '311212958'}, {'screen_name': 'AmazonJP', 'name': 'Amazon JP (アマゾン)', 'id': '161616614'}]				
1425883929949745152	1425883929949745152	1628792195000.0	2021-08-13 02:16:35	+0800		"#DHL #lifehack: Du stehst an einer #Packstation &amp; möchtest eine Retoure versenden. Du wählst ""Paket versenden"". Du wählst Größe M. Es öffnet sich eine Tür. Passt. Du schließt die Tür. Und jetzt merkst du, dass der Computer nicht gemerkt hat, dass du die Tür geschlossen hast..."	de	['dhl', 'lifehack', 'packstation']	[]	723670442687500289	723670442687500289	deborahhecht8	Fräulein Karpfen	5	02	https://twitter.com/deborahhecht8/status/1425883929949745152	[]	[]	0		False	0	1	0		#dhl							[]				
1425881239836311557	1425881239836311557	1628791553000.0	2021-08-13 02:05:53	+0800		#DHL zou mij gemist hebben pff werkte thuis. Enorm flauw dit	nl	['dhl']	[]	970482865896075265	970482865896075265	Juliet00090257	Juliet	5	02	https://twitter.com/Juliet00090257/status/1425881239836311557	[]	[]	0		False	0	0	0		#dhl							[]				
