id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1425211604241575939,1425211604241575939,1628631900000.0,2021-08-11 05:45:00,+0800,,#DHL Express Adds Electric Planes to Its Fleet for 'Sustainable Aviation Future'. (Interesting Engineering) #Transportation #FutureOfTransportation #EV   https://t.co/29gffK79GS  https://t.co/2n74gGtA5D,en,"['dhl', 'transportation', 'futureoftransportation', 'ev']",[],15221598,15221598,jamesvgingerich,"James Gingerich, @Expeflow #WorkEasier #RPA",3,05,https://twitter.com/jamesvgingerich/status/1425211604241575939,['https://buff.ly/3jExiDC'],['https://pbs.twimg.com/media/E8TrAaUXEAIwtzn.jpg'],1,https://pbs.twimg.com/media/E8TrAaUXEAIwtzn.jpg,False,4,0,1,,#dhl,,,,,,,[],,,,
1425183490858004490,1425183490858004490,1628625197000.0,2021-08-11 03:53:17,+0800,,Some upset UTM people ?  Find out tonight 22:00   #dronephotography #RID #drones #dronedelivery #amazonair #DHL #Amazon #nextday #nexthour #starship    https://t.co/KYS28xJXkT,en,"['dronephotography', 'rid', 'drones', 'dronedelivery', 'amazonair', 'dhl', 'amazon', 'nextday', 'nexthour', 'starship']",[],2317352599,2317352599,MarkUAVServices,Mark Wingad,3,03,https://twitter.com/MarkUAVServices/status/1425183490858004490,['https://youtu.be/DGFBjJ6lALY'],[],0,,False,1,0,0,,#dhl,,,,,,,[],,,,
1425180671148912641,1425180671148912641,1628624525000.0,2021-08-11 03:42:05,+0800,,2many willfully ignore #IDTHEFT etc(#thefts of #mail/#parcels etc by/4 #USPS #UPS #FedEx #DHL #Amazon etc investors/employees etc &amp;/or #slumlords+their #maintenance/#janitors etc)+ remain NOT ARRESTED so #GUILTY=collect their #pensions/#status etc &amp;/or keep all they stole/#steal?,en,"['idtheft', 'thefts', 'mail', 'parcels', 'usps', 'ups', 'fedex', 'dhl', 'amazon', 'slumlords', 'maintenance', 'janitors', 'guilty', 'pensions', 'status', 'steal']",[],891067764894347264,891067764894347264,CAFFREY1_USA,#ProudToBeELDERLY= MaryCARR = I ALONE AM #CAFFREY,3,03,https://twitter.com/CAFFREY1_USA/status/1425180671148912641,[],[],0,,False,3,0,2,https://twitter.com/CAFFREY1_USA/status/1425173588349317120,#dhl,,,,,,,[],,,,
1425173588349317120,1424792632773857281,1628622836000.0,2021-08-11 03:13:56,+0800,,@StopFreeBritney (1/2) Article so similar to victim ((myself only with this #LasVegas #Nevada #landlord/#slumlord issue. See my tweets at #habitabilityviolation(s))+etc includes #court system etc wanting more my monies (filing fees etc)ignoring facts=#USPS #UPS #FedEx #DHL 4/with #slumlord stole/,en,"['lasvegas', 'nevada', 'landlord', 'slumlord', 'habitabilityviolation', 'court', 'usps', 'ups', 'fedex', 'dhl', 'slumlord']",[],891067764894347264,891067764894347264,CAFFREY1_USA,#ProudToBeELDERLY= MaryCARR = I ALONE AM #CAFFREY,3,03,https://twitter.com/CAFFREY1_USA/status/1425173588349317120,[],[],0,,False,1,1,0,,#dhl,,,,,,,"[{'screen_name': 'StopFreeBritney', 'name': 'StopBritneyAbuse', 'id': '1351708350602375168'}]",,,,
1425172694195130372,1425172330280591362,1628622623000.0,2021-08-11 03:10:23,+0800,,#DHL #DHLexpress #customerexperience #customerservice #emotionallydrained #nothavingagoodexperiance,und,"['dhl', 'dhlexpress', 'customerexperience', 'customerservice', 'emotionallydrained', 'nothavingagoodexperiance']",[],28426503,28426503,fueledbyvinegar,Ava Colonna,3,03,https://twitter.com/fueledbyvinegar/status/1425172694195130372,[],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
1425170264787128320,1425170264787128320,1628622044000.0,2021-08-11 03:00:44,+0800,,The sky is no longer the limit for electric ⚡transport ✈️  #dhl #aviation #electrification #sustainability #change #plane,en,"['dhl', 'aviation', 'electrification', 'sustainability', 'change', 'plane']",[],2934277401,2934277401,brightvibes_com,BrightVibes,3,03,https://twitter.com/brightvibes_com/status/1425170264787128320,[],[],0,,False,1,0,1,,#dhl,,,,,,,[],,,,
1425169703153061890,1425169703153061890,1628621910000.0,2021-08-11 02:58:30,+0800,,@DrewOnTheRadio #pontiacfiero 😂😂😂 #DHL,und,"['pontiacfiero', 'dhl']",[],4633852761,4633852761,garggirl,𝕾𝖙𝖊𝖊𝖓💋,3,02,https://twitter.com/garggirl/status/1425169703153061890,[],[],0,,False,1,1,0,,#dhl,,,,,,,[],,,,
1425167259576659968,1425167259576659968,1628621327000.0,2021-08-11 02:48:47,+0800,,"To build the world's first electric air cargo network by 2024, DHL ordered 12 electric cargo aircraft from startup Eviation Aero! #sustainability #EV #electricaircraft #DHL #supplychains #innovation #startups #VIKEZ @EviationAero #AI #aviation #tech  https://t.co/tlW2QCyrTT",en,"['sustainability', 'ev', 'electricaircraft', 'dhl', 'supplychains', 'innovation', 'startups', 'vikez', 'ai', 'aviation', 'tech']",[],3527715379,3527715379,Vikezmedia,Vikez,3,02,https://twitter.com/Vikezmedia/status/1425167259576659968,[],[],1,https://pbs.twimg.com/media/E73lumUWQCArLvu.jpg,False,2,0,2,,#dhl,,,,,,,[],,,,
1425162532562608130,1425162532562608130,1628620200000.0,2021-08-11 02:30:00,+0800,,"An aircraft called Alice could revolutionize aviation. #Logistics provider, #DHL wants the #zeroemission #eCargo plane to be part of the world's first #electricaircraft network. Alice's first flight will happen later this year.  https://t.co/w3OuUetTOf",en,"['logistics', 'dhl', 'zeroemission', 'ecargo', 'electricaircraft']",[],1354559072490680323,1354559072490680323,_EnergySavings,EnergySavings.com,3,02,https://twitter.com/_EnergySavings/status/1425162532562608130,['https://bit.ly/2VMjDCx'],[],0,,False,0,0,0,,#dhl,,,,,,,[],,,,
1425150341373431808,1425150341373431808,1628617294000.0,2021-08-11 01:41:34,+0800,,Today's online #tuttsclumpcider deliveries via #DHL to #Ipswich #Bournemouth #Cheltenham #Newcastle #Penzance 😊 #essentialsupplies #supplychain #propercider #properperry #applejuice #cidervinegar #fruitcider #icecider  https://t.co/BOZddmoMPG,en,"['tuttsclumpcider', 'dhl', 'ipswich', 'bournemouth', 'cheltenham', 'newcastle', 'penzance', 'essentialsupplies', 'supplychain', 'propercider', 'properperry', 'applejuice', 'cidervinegar', 'fruitcider', 'icecider']",[],116119113,116119113,tuttsclumpcider,Tutts Clump Cider,3,01,https://twitter.com/tuttsclumpcider/status/1425150341373431808,[],['https://pbs.twimg.com/media/E8cmrkKX0AENZ5L.jpg'],1,https://pbs.twimg.com/media/E8cmrkKX0AENZ5L.jpg,False,1,0,0,,#dhl,,,,,,,[],,,,
