id	conversation_id	created_at	date	timezone	place	tweet	language	hashtags	cashtags	user_id	user_id_str	username	name	day	hour	link	urls	photos	video	thumbnail	retweet	nlikes	nreplies	nretweets	quote_url	search	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1426659620920172547	1426659620920172547	1628977134000.0	2021-08-15 05:38:54	+0800		Ascazo #Amazon y #DHL  Estáis (no los workers) reduciendo a cenizas vuestros clientes	es	['amazon', 'dhl']	[]	353789306	353789306	lramonserrano	L. Ramón Serrano	7	05	https://twitter.com/lramonserrano/status/1426659620920172547	[]	[]	0		False	0	0	0		#dhl							[]				
1426640572073140224	1426640572073140224	1628972592000.0	2021-08-15 04:23:12	+0800		#dhl	und	['dhl']	[]	49733569	49733569	RodgersyDodgers	Twenty years of working for UPS, ABX & DHL	7	04	https://twitter.com/RodgersyDodgers/status/1426640572073140224	[]	[]	0		False	0	0	0	https://twitter.com/toyotaracing/status/1421153304961114114	#dhl							[]				
1426635036388900864	1426457019356221441	1628971272000.0	2021-08-15 04:01:12	+0800		@MarieDarie3 @maastenbredos @ImadeAnnouri @groen Indien dit waar was had #DHL niet moeten vertrekken. Daarbij de mensen die nu klagen over lawaai hebben daar allemaal goedkoop gekocht omdat men dicht bij een vlieghaven ging wonen.	nl	['dhl']	[]	2332537881	2332537881	AleksandarDavi8	Aleksandar D	7	04	https://twitter.com/AleksandarDavi8/status/1426635036388900864	[]	[]	0		False	1	2	1		#dhl							[{'screen_name': 'MarieDarie3', 'name': 'Marie D🌿', 'id': '1170758106873290753'}, {'screen_name': 'maastenbredos', 'name': 'Maarten Vrebos', 'id': '22168748'}, {'screen_name': 'ImadeAnnouri', 'name': 'Imade', 'id': '394657529'}, {'screen_name': 'groen', 'name': 'Groen', 'id': '8200752'}]				
1426623226764046344	1426623226764046344	1628968457000.0	2021-08-15 03:14:17	+0800		A good busy second week out on the road 🛢 don’t get me wrong it’s hard graft but enjoyable at the same time 💪🏻 working with a good bunch of guys!    #HGV #Trucking #DHL #Tradeteam #Distribution #Devon #UK  https://t.co/emnj3prj5N	en	['hgv', 'trucking', 'dhl', 'tradeteam', 'distribution', 'devon', 'uk']	[]	1355023507554496512	1355023507554496512	thedevontrucker	The Devon Trucker	7	03	https://twitter.com/thedevontrucker/status/1426623226764046344	[]	['https://pbs.twimg.com/media/E8xiQXeXMAEnt2V.jpg']	1	https://pbs.twimg.com/media/E8xiQXeXMAEnt2V.jpg	False	20	5	0		#dhl							[]				
1426621341055205379	1426621341055205379	1628968007000.0	2021-08-15 03:06:47	+0800		#DHL electric #express #network — a step into a #sustainable #aviation future, freight network again pioneering?  —  https://t.co/WqoAH5bdB4	en	['dhl', 'express', 'network', 'sustainable', 'aviation']	[]	915692805254778881	915692805254778881	ETH_Management	Stephan M. Wagner	7	03	https://twitter.com/ETH_Management/status/1426621341055205379	['http://www.scmr.com/article/dhl_orders_12_all_electric_ecargo_planes_from_eviation']	[]	0		False	2	1	0		#dhl							[]				
1426598965403918343	1426598965403918343	1628962672000.0	2021-08-15 01:37:52	+0800		Zo #dhl ,  bezorgertje noemt mij asociaal wijf omdat ik niet na beneden kom? Omdat ik 1 daar niet woon , zit even op te passen 2 . net een andere bezorger  heb binnengelaten , sta te wachten , weer de bel , mag t in de lift ? Nee dat kan niet breng t gewoon (1/2)	nl	['dhl']	[]	53496818	53496818	Patricia4you	Patricia C	7	01	https://twitter.com/Patricia4you/status/1426598965403918343	[]	[]	0		False	0	0	0		#dhl							[]				
1426580140092448771	1426580140092448771	1628958184000.0	2021-08-15 00:23:04	+0800		Hallo liebes @DHLPaket Team,  Wann habt ihr vor die Packstation zu reparieren? Seit ca. 3 Monaten ist sie außer Betrieb und die nächste Packstation ist nicht gerade ums Eck 🙄  #DHL #Packstation  https://t.co/xq5A5SeeON	de	['dhl', 'packstation']	[]	568194373	568194373	IIVMCMXC	✌ IIVMCMXC ✌	7	00	https://twitter.com/IIVMCMXC/status/1426580140092448771	[]	['https://pbs.twimg.com/media/E8w7ExbXIAg4oWk.jpg']	1	https://pbs.twimg.com/media/E8w7ExbXIAg4oWk.jpg	False	0	0	0		#dhl							[]				
1426554879846256643	1426554879846256643	1628952162000.0	2021-08-14 22:42:42	+0800		How is it possible for @dhlexpressuk to loose a 1.5m X 1m parcel, U.K.-U.K?  £2000+, 2year project, 1 of 1 model just gone into thin air?  Come on… someone is bullshitting somewhere… #courier #DHL #parcel #fail #findmyparcel	en	['courier', 'dhl', 'parcel', 'fail', 'findmyparcel']	[]	426347782	426347782	only1beno	Ben M	6	22	https://twitter.com/only1beno/status/1426554879846256643	[]	[]	0		False	0	0	0		#dhl							[]				
1426552360810258438	1426552360810258438	1628951561000.0	2021-08-14 22:32:41	+0800		Mal wieder eine Glanzleistung von #DHL! Da vereinbart man extra eine Wunschterminzustellung, wartet, endlich ist der Bote nur noch 2 Stopps entfernt. Quasi in Sichtweite! Dann kommt die Info, dass die Zustellung erst am nächsten Werktag erfolgt. Wollt ihr mich verarschen?	de	['dhl']	[]	753309045503721473	753309045503721473	N_DUELLBERG	N. Düllberg	6	22	https://twitter.com/N_DUELLBERG/status/1426552360810258438	[]	[]	0		False	0	0	0		#dhl							[]				
1426547385778507784	1426547385778507784	1628950375000.0	2021-08-14 22:12:55	+0800		Will #DHL den Bewohnern im Umfeld des Flughafens #Leipzig #Halle #Lej ab sofort statt #Nachtfluglärm Mozart vorspielen? Wohl kaum. Diese Dreistigkeit (Selbstherrlichkeit?) stachelt unseren Widerstand gegen des #Flughafenausbau nochmals an.  https://t.co/cyGsE4XHAa	de	['dhl', 'leipzig', 'halle', 'lej', 'nachtfluglärm', 'flughafenausbau']	[]	1275481904536588290	1275481904536588290	flughafenausbau	Aktionsbündnis gegen Flughafenausbau LEJ	6	22	https://twitter.com/flughafenausbau/status/1426547385778507784	[]	['https://pbs.twimg.com/media/E8wdQyhWEAMAvIJ.jpg']	1	https://pbs.twimg.com/media/E8wdQyhWEAMAvIJ.jpg	False	10	0	4		#dhl							[]				
1426540360122003456	1426540360122003456	1628948700000.0	2021-08-14 21:45:00	+0800		Con #CiudadPostal Puedes enviar el pasaporte o la prórroga sin inconvenientes a cualquier parte del mundo. #ciudadpostal #pasaporte #Venezuela #emigrante #Fedex #Dhl  https://t.co/vKpXb8ycLk	es	['ciudadpostal', 'ciudadpostal', 'pasaporte', 'venezuela', 'emigrante', 'fedex', 'dhl']	[]	81452490	81452490	ciudadpostal	Ciudad Postal	6	21	https://twitter.com/ciudadpostal/status/1426540360122003456	[]	['https://pbs.twimg.com/media/E8cQKmfWQAc-PdI.jpg']	1	https://pbs.twimg.com/media/E8cQKmfWQAc-PdI.jpg	False	0	0	1		#dhl							[]				
1426537349236801536	1426537349236801536	1628947982000.0	2021-08-14 21:33:02	+0800		Great service comes with a smile.⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ .⁠ #sandbox #packing #shipping #fedex #ups #usps #dhl #newyork #brooklyn #myrtle #blackowned #box #blackownedbusiness #brooklynny #newyork #newyorkcity #ny #bk #businessowner  https://t.co/NVkGZzxvRX	en	['sandbox', 'packing', 'shipping', 'fedex', 'ups', 'usps', 'dhl', 'newyork', 'brooklyn', 'myrtle', 'blackowned', 'box', 'blackownedbusiness', 'brooklynny', 'newyork', 'newyorkcity', 'ny', 'bk', 'businessowner']	[]	1344670698	1344670698	SANDBOXSHIPPING	Sandbox Pack & Ship	6	21	https://twitter.com/SANDBOXSHIPPING/status/1426537349236801536	[]	['https://pbs.twimg.com/media/E8wUKN4XEAQM81H.jpg']	1	https://pbs.twimg.com/media/E8wUKN4XEAQM81H.jpg	False	2	0	3		#dhl							[]				
1426536488523767817	1426536488523767817	1628947777000.0	2021-08-14 21:29:37	+0800		#DHL زعلانه عليها كثير سعر الشحن مره غالي  لسلطنة عمان من موقع #ايهيرب  https://t.co/68FsS5FAoz	ar	['dhl', 'ايهيرب']	[]	1376935805386625032	1376935805386625032	ooiooi90o	الجوهرة	6	21	https://twitter.com/ooiooi90o/status/1426536488523767817	[]	['https://pbs.twimg.com/media/E8wTX2QXEAMeVAw.jpg']	1	https://pbs.twimg.com/media/E8wTX2QXEAMeVAw.jpg	False	0	1	0		#dhl							[]				
1426533152147791874	1426533152147791874	1628946981000.0	2021-08-14 21:16:21	+0800		Bezorger gooit tegenwoordig geen kaartje meer door de bus? Vrijbrief voor de chauffeur om pakketjes te skippen. Nooit inzichtelijk of routes te vol zijn of luie chauffeur. Daarna moet je maar uitzoeken waar je pakket uithangt #klantonvriendelijk #slechteservice #postnl #DHL #DPD	nl	['klantonvriendelijk', 'slechteservice', 'postnl', 'dhl', 'dpd']	[]	879294846	879294846	tattooinn1995	bas	6	21	https://twitter.com/tattooinn1995/status/1426533152147791874	[]	[]	0		False	1	1	1		#dhl							[]				
1426529147803820038	1426529147803820038	1628946027000.0	2021-08-14 21:00:27	+0800		Some aviation fun while staying firmly rooted to the ground. ✈️   📷 by @ ivana_gjurin  🗺️📍 #Zagreb #Croatia 🇭🇷  #DHL #RedandYellow #ExcellenceSimplyDelivered #DHLWorldwideShipping #AroundtheWorld #Plane #Miniature #ModelPlane #Toy #Aircraft #Aviation  https://t.co/BOmDk0VObh	en	['zagreb', 'croatia', 'dhl', 'redandyellow', 'excellencesimplydelivered', 'dhlworldwideshipping', 'aroundtheworld', 'plane', 'miniature', 'modelplane', 'toy', 'aircraft', 'aviation']	[]	176763018	176763018	DHL_NLexpress	DHL Express NL	6	21	https://twitter.com/DHL_NLexpress/status/1426529147803820038	[]	['https://pbs.twimg.com/media/E8wMsxvWYAEluf-.jpg']	1	https://pbs.twimg.com/media/E8wMsxvWYAEluf-.jpg	False	0	0	0		#dhl							[]				
1426516497405415429	1426516497405415429	1628943011000.0	2021-08-14 20:10:11	+0800		คือวันนี้มีแต่เรื่องโดนแกง เริ่มจาก จะไปแคมปิ้ง ก็ไม่ได้ไป จะไปดริปกาแฟพร้อมกินครัวซองห้องเพื่อน เพื่อนก็เท DHL อัพเดทว่าวันนี้จะมาส่งของ ตั้งแต่บ่าย จนตอนนี้ก็ยังไม่มาส่ง เฮ้อ #dhl #รบสต	th	['dhl', 'รบสต']	[]	136143064	136143064	benjulamard_ibr	1BR4H1M	6	20	https://twitter.com/benjulamard_ibr/status/1426516497405415429	[]	[]	0		False	0	0	0		#dhl							[]				
1426514005523419139	1426514005523419139	1628942416000.0	2021-08-14 20:00:16	+0800		Oportunidades ❤️DHL - OSASCO❤️ Envie seu currículo para lapa.logistica@globalempregos.com.br  #emprego #oportunidadedeemprego #vagasdeemprego #dhl  https://t.co/QaxSydePhS	pt	['emprego', 'oportunidadedeemprego', 'vagasdeemprego', 'dhl']	[]	66361482	66361482	Globalempregos	Global Empregos	6	20	https://twitter.com/Globalempregos/status/1426514005523419139	[]	['https://pbs.twimg.com/media/E8v-7buXoAIC7vF.jpg']	1	https://pbs.twimg.com/media/E8v-7buXoAIC7vF.jpg	False	0	0	0		#dhl							[]				
1426513556686741515	1426513556686741515	1628942309000.0	2021-08-14 19:58:29	+0800		Ulichoma lini mangi tulikubaliana nitaleta Mbege kipindi kile Tena ukanishauri nitumie #DHL 😀😀 Tukaange Basi Kama inawezekana	in	['dhl']	[]	1269828702151610369	1269828702151610369	LemaKennedyCDM	KENNEDY LEMA 🇰🇪 🇺🇲	6	19	https://twitter.com/LemaKennedyCDM/status/1426513556686741515	[]	[]	0		False	0	0	0	https://twitter.com/IAMartin_/status/1426510939399102465	#dhl							[]				
1426494955569221639	1426494955569221639	1628937875000.0	2021-08-14 18:44:35	+0800		Also wenn irgendwas bei #DHL schief läuft und man nachfragt, ist der letzte, der einem helfen kann, @DHLPaket. Sie wissen nix, können nix sagen, haben keine Ahnung über ihre eigenen Abläufe, etc. 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️	de	['dhl']	[]	94315976	94315976	Chris0Cross	Chris Cross 🐈 (💉2/2)	6	18	https://twitter.com/Chris0Cross/status/1426494955569221639	[]	[]	0		False	8	2	0		#dhl							[]				
1426484225822363650	1316365870214586369	1628935316000.0	2021-08-14 18:01:56	+0800		@DHL_KSA_help تم طلب مكملات من #iherb و وصلتني من مندوب #dhl  وكأنها كانت في فرن من شدة الحرارة	ar	['iherb', 'dhl']	[]	528933708	528933708	cap01_	Captain	6	18	https://twitter.com/cap01_/status/1426484225822363650	[]	[]	0		False	0	0	0		#dhl							[{'screen_name': 'DHL_KSA_help', 'name': 'DHL EXPRESS APP', 'id': '1310567934348140544'}]				
1426483866248916996	1426483866248916996	1628935231000.0	2021-08-14 18:00:31	+0800		Wozu hat man einen Ablageort der seit 2 Jahren funktioniert??? Jetzt muss ich bis Montag warten um mir die @Lootchest_DE zu holen Danke für nichts #DHL 😡🤬  @DHLPaket	de	['dhl']	[]	701068339746107392	701068339746107392	KulleMetal	KulleMetal	6	18	https://twitter.com/KulleMetal/status/1426483866248916996	[]	[]	0		False	0	0	0		#dhl							[]				
1426467828912295936	1426467828912295936	1628931407000.0	2021-08-14 16:56:47	+0800		Uit de serie de wonderen van pakketjes : @DHLNL @DHL_NLexpress wat betekent deze status? Verzender kan er ook geen chocola van maken. Krijg ik mijn pakket nu wel of niet vandaag. En hoezo staat erbij dat ik hoor wanneer ik het kan afhalen? #help #DHL  https://t.co/U47GTYAQgN	nl	['help', 'dhl']	[]	3163956383	3163956383	SandraLente	Lentemens ❌❌❌	6	16	https://twitter.com/SandraLente/status/1426467828912295936	[]	['https://pbs.twimg.com/media/E8vU7hUWUAE_QVO.jpg']	1	https://pbs.twimg.com/media/E8vU7hUWUAE_QVO.jpg	False	2	4	0		#dhl							[]				
1426459522671992836	1426459522671992836	1628929427000.0	2021-08-14 16:23:47	+0800		Hey @DHLPaket, Wie finde ich mein Paket wenn es nicht wie angegeben im Briefkasten liegt. Bzw angeblich auch beim Nachbar sein könnte.. aber kein Zettel bei wem? #DHL #paket	de	['dhl', 'paket']	[]	72289358	72289358	fabewillke	fabe	6	16	https://twitter.com/fabewillke/status/1426459522671992836	[]	[]	0		False	0	1	0		#dhl							[]				
1426457650036940801	1426457650036940801	1628928980000.0	2021-08-14 16:16:20	+0800		Equipo completo !!! #weareessential  #dhl #dhlparcel #manresa #spain #worktruck #worktransportes #365dias #carretera #logistica #truckdriver #dhl #pladebages #pictureoftheday  https://t.co/xUItieoKjN	es	['weareessential', 'dhl', 'dhlparcel', 'manresa', 'spain', 'worktruck', 'worktransportes', '365dias', 'carretera', 'logistica', 'truckdriver', 'dhl', 'pladebages', 'pictureoftheday']	[]	1671925866	1671925866	rodribocanegra	Rodrigo Bocanegra	6	16	https://twitter.com/rodribocanegra/status/1426457650036940801	[]	['https://pbs.twimg.com/media/E8vLqj-XEAIwEQE.jpg']	1	https://pbs.twimg.com/media/E8vLqj-XEAIwEQE.jpg	False	2	0	0		#dhl							[]				
1426457450283159554	1426457450283159554	1628928933000.0	2021-08-14 16:15:33	+0800		Der freundliche #DHL hat gerade gebundenes Wissen vorbei gebracht. Will heute beginnen mein altes Rennrad wieder fit zu machen #bike #rennrad #hobby  https://t.co/jqwY9NzGp3	de	['dhl', 'bike', 'rennrad', 'hobby']	[]	23577378	23577378	palatinator	palatinator	6	16	https://twitter.com/palatinator/status/1426457450283159554	['https://amzn.to/3yZTJtH']	[]	0		False	0	0	0		#dhl							[]				
1426446044192194561	1426446044192194561	1628926213000.0	2021-08-14 15:30:13	+0800		Lieferung von Paketen durch die Deutsche Post: Wenn der Postmann zweimal klingelt ... könnte er bald auch Pakete dabei haben....  #DeutschePost #DHL #ECommerce #Logistik #Onlinehandel #Paketzustellungen #Service #Versandhandel   https://t.co/B0UbZpt2TS  https://t.co/27wmoltgvs	de	['deutschepost', 'dhl', 'ecommerce', 'logistik', 'onlinehandel', 'paketzustellungen', 'service', 'versandhandel']	[]	89444113	89444113	Shopbetreuung	Fishnet Services	6	15	https://twitter.com/Shopbetreuung/status/1426446044192194561	['https://bit.ly/3AEzPok']	['https://pbs.twimg.com/media/E8vBHh2X0AAleV7.jpg']	1	https://pbs.twimg.com/media/E8vBHh2X0AAleV7.jpg	False	0	0	0		#dhl							[]				
1426442391242698755	1426442391242698755	1628925342000.0	2021-08-14 15:15:42	+0800		شركة #DHL تخطط لأنفاق 8.3$ مليار بحلول 2030 مستهدفة خفض أنتاجها من ثاني أكسيد الكربون الى الصفر بحلول 2050. من خططها ادخال طائرة نقل كهربائية بحلول 2024. تحتاج الطائرة طيار واحد بطاقة حمولة شحن  2600 رطل أو 1181 كيلوجرام.  https://t.co/6aGNh99G0e	ar	['dhl']	[]	2851614722	2851614722	aswagalmal	Amro Zakaria Abdu	6	15	https://twitter.com/aswagalmal/status/1426442391242698755	[]	['https://pbs.twimg.com/media/E8u7GXJVUAAuHPM.png']	1	https://pbs.twimg.com/media/E8u7GXJVUAAuHPM.png	False	84	4	14		#dhl							[]				
1426419137316855810	1426276805703573505	1628919798000.0	2021-08-14 13:43:18	+0800		"J'me fiche savoir d'où vient problème, si bug informatique comme an 2000, ou perte feuillets transport, vendeur démontre embarras mais #DHL fait preuve mauvaise foi malhonnêteté attitude radicale : j'n'ai pas à payer 2x taxes pour payer frais ""surcharge"", sinon c'est escroquerie.  https://t.co/aQS5bwJ30G"	fr	['dhl']	[]	4860597629	4860597629	ordisoftware	Olivier Rogier (Rav Asher 'Haïm HaLevi)	6	13	https://twitter.com/ordisoftware/status/1426419137316855810	[]	['https://pbs.twimg.com/tweet_video_thumb/E8uogG-XEAMhNIv.jpg']	1	https://pbs.twimg.com/tweet_video_thumb/E8uogG-XEAMhNIv.jpg	False	0	1	0		#dhl							[]				
1426403054472081409	1426403054472081409	1628915964000.0	2021-08-14 12:39:24	+0800		"#cancelLEJ: #Polizei &amp; #Staatsanwaltschaft #Leipzig untersuchen immer noch aufgrund der falschen Vorwürfe von #DHL und #Sachsen|s Innenminister Roland #Woeller (#CDU) glaubt noch immer an ""schwere Vorwürfe""   https://t.co/mxnbbw9RQy via @LIZ_de  #Flughafen #le1007 #le0907 #le1107"	de	['cancellej', 'polizei', 'staatsanwaltschaft', 'leipzig', 'dhl', 'sachsen', 'woeller', 'cdu', 'flughafen', 'le1007', 'le0907', 'le1107']	[]	32996754	32996754	LIZ_de	L-IZ.de	6	12	https://twitter.com/LIZ_de/status/1426403054472081409	['https://www.l-iz.de/politik/engagement/2021/08/cancellej-polizei-und-staatsanwaltschaft-untersuchen-immer-noch-aufgrund-der-falschen-vorwuerfe-von-dhl-405032']	[]	0		False	5	1	4		#dhl							[]				
1426377941311623168	1426377941311623168	1628909976000.0	2021-08-14 10:59:36	+0800		Vintage Basketball Shoes Classic Kids Lacing Sneakers CLKA100  https://t.co/chcpDKmWju  #amazon #alibaba #ebay  #store #purchase #buy #clarco #chinashoesfactory #chinashoesmanufacturer #chinashoessupplier #chinashoesvendor #dhl #tnt #fedex #ups #magento  #woocommerce #wordpress	en	['amazon', 'alibaba', 'ebay', 'store', 'purchase', 'buy', 'clarco', 'chinashoesfactory', 'chinashoesmanufacturer', 'chinashoessupplier', 'chinashoesvendor', 'dhl', 'tnt', 'fedex', 'ups', 'magento', 'woocommerce', 'wordpress']	[]	1067778153756717056	1067778153756717056	clarco2021	Clarco	6	10	https://twitter.com/clarco2021/status/1426377941311623168	['https://www.clarco.com/products/vintage-basketball-shoes-classic-kids-lacing-sneakers-clka100']	[]	0		False	0	0	0		#dhl							[]				
1426376339620204544	1426376339620204544	1628909594000.0	2021-08-14 10:53:14	+0800		Colorful TPR Sole Breathable Flyknit Mesh Kids Sneakers CLKZ101  https://t.co/1hghpp9BmB  #fashion #vogue #style #glamour #sneakers #shoes #customshoes  #footwear #b2b #b2c #startup #business #niche  #chinashoessupplier  #dhl #tnt #fedex #ups #magento  #woocommerce #wordpress	en	['fashion', 'vogue', 'style', 'glamour', 'sneakers', 'shoes', 'customshoes', 'footwear', 'b2b', 'b2c', 'startup', 'business', 'niche', 'chinashoessupplier', 'dhl', 'tnt', 'fedex', 'ups', 'magento', 'woocommerce', 'wordpress']	[]	1067778153756717056	1067778153756717056	clarco2021	Clarco	6	10	https://twitter.com/clarco2021/status/1426376339620204544	['https://www.clarco.com/products/colorful-tpr-sole-breathable-flyknit-mesh-vamp-sneakers-clkz101']	[]	0		False	0	0	0		#dhl							[]				
1426374888244224001	1426374888244224001	1628909248000.0	2021-08-14 10:47:28	+0800		#DHL ทำงานช้ากว่าไปรษณีย์ไทยอีก จะครบอาทิตย์แล้วเห้ย	th	['dhl']	[]	1370610309279281153	1370610309279281153	Koafulack	Koala	6	10	https://twitter.com/Koafulack/status/1426374888244224001	[]	[]	0		False	0	0	0		#dhl							[]				
1426364049248321537	1426364049248321537	1628906664000.0	2021-08-14 10:04:24	+0800		今回も楽しみです☆★  #DHL	ja	['dhl']	[]	875597096258117635	875597096258117635	sushi_shokuninz	寿司職人ズ	6	10	https://twitter.com/sushi_shokuninz/status/1426364049248321537	[]	[]	0		False	5	0	1	https://twitter.com/DIGITALHIGHLIF1/status/1424681914900746245	#dhl							[]				
1426347388856324102	1115249127862996992	1628902692000.0	2021-08-14 08:58:12	+0800		@DHLCanadaHelp If @DHLexpress @DHLCanadaHelp sends attempted delivery notice, this is what they mean. Didn't even wait up to 1 min for the door to be answered.  @unicehair I will be canceling this order. Return my money and collect your products from #DHL since they kept it. #horribledelivery  https://t.co/M7NUY7ryJT	en	['dhl', 'horribledelivery']	[]	97264920	97264920	Influensn	Influensn	6	08	https://twitter.com/Influensn/status/1426347388856324102	[]	[]	1	https://pbs.twimg.com/ext_tw_video_thumb/1426347332992475139/pu/img/xkatma_NLJ6eFZll.jpg	False	0	1	0		#dhl							[{'screen_name': 'DHLCanadaHelp', 'name': 'DHL Canada Help', 'id': '4266115347'}]				
1426341245421510658	1426341245421510658	1628901227000.0	2021-08-14 08:33:47	+0800		Je gelooft het niet….. #elkekeerhetzelfdeliedje #nognooitin1keergoedgegaan #dhl  https://t.co/6J091k4VfT	nl	['elkekeerhetzelfdeliedje', 'nognooitin1keergoedgegaan', 'dhl']	[]	26800074	26800074	mookie78	The Mook	6	08	https://twitter.com/mookie78/status/1426341245421510658	[]	['https://pbs.twimg.com/media/E8thzQwXoAs8eH-.jpg']	1	https://pbs.twimg.com/media/E8thzQwXoAs8eH-.jpg	False	0	0	0		#dhl							[]				
1426337442534096899	1426337442534096899	1628900321000.0	2021-08-14 08:18:41	+0800		"DHL worst shipping service. Package info - India to USA, India to USA took 5 days and local delivery with county 6 days. Worst customer service. Rude representatives. Customer reps keeps on stating only 1 line ""we don't have info"" @DHLexpress @dhlexpressusa #dhlcomplaints #dhl"	en	['dhlcomplaints', 'dhl']	[]	807345727	807345727	shahvivekn	Vivek Shah	6	08	https://twitter.com/shahvivekn/status/1426337442534096899	[]	[]	0		False	1	1	0		#dhl							[]				
1426306136744112132	1426306136744112132	1628892857000.0	2021-08-14 06:14:17	+0800		#DHL MEXICO Una verdadera pesadilla su servicio	es	['dhl']	[]	720106692885798917	720106692885798917	yotecuroeldolor	Endodoncia Sin Dolor	6	06	https://twitter.com/yotecuroeldolor/status/1426306136744112132	[]	[]	0		False	0	0	0		#dhl							[]				
